"","gender","race","education","state","age","employment","people_in_each_state","number_in_cell","cell_prop_of_division_total"
"7379","Female","Black","Undergraduates or similar degree","TX","Age_30-44","employed",39645,261,0.00658342792281498
"7380","Female","Black","Undergraduates or similar degree","TX","Age_30-44","unemployed",39645,43,0.00108462605624921
"7381","Female","Black","Undergraduates or similar degree","TX","Age_45-59","employed",39645,236,0.00595283137848405
"7382","Female","Black","Undergraduates or similar degree","TX","Age_45-59","unemployed",39645,59,0.00148820784462101
"7383","Female","Black","Undergraduates or similar degree","TX","Age_60-74","employed",39645,95,0.00239626686845756
"7384","Female","Black","Undergraduates or similar degree","TX","Age_60-74","unemployed",39645,122,0.00307731113633497
"7385","Female","Black","Undergraduates or similar degree","TX","Age_75+","employed",39645,4,0.00010089544709295
"7386","Female","Black","Undergraduates or similar degree","TX","Age_75+","unemployed",39645,42,0.00105940219447597
"7387","Female","Others","Graduates or higher degree","TX","Age_18-29","employed",39645,117,0.00295119182746879
"7388","Female","Others","Graduates or higher degree","TX","Age_18-29","unemployed",39645,16,0.0004035817883718
"7389","Female","Others","Graduates or higher degree","TX","Age_30-44","employed",39645,418,0.0105435742212133
"7390","Female","Others","Graduates or higher degree","TX","Age_30-44","unemployed",39645,86,0.00216925211249842
"7391","Female","Others","Graduates or higher degree","TX","Age_45-59","employed",39645,433,0.0109219321478118
"7392","Female","Others","Graduates or higher degree","TX","Age_45-59","unemployed",39645,68,0.00171522260058015
"7393","Female","Others","Graduates or higher degree","TX","Age_60-74","employed",39645,177,0.00446462353386303
"7394","Female","Others","Graduates or higher degree","TX","Age_60-74","unemployed",39645,242,0.00610417454912347
"7395","Female","Others","Graduates or higher degree","TX","Age_75+","employed",39645,18,0.000454029511918275
"7396","Female","Others","Graduates or higher degree","TX","Age_75+","unemployed",39645,112,0.0028250725186026
"7397","Female","Others","Highschool","TX","Age_18-29","employed",39645,699,0.017631479379493
"7398","Female","Others","Highschool","TX","Age_18-29","unemployed",39645,476,0.012006558204061
"7399","Female","Others","Highschool","TX","Age_30-44","employed",39645,684,0.0172531214528944
"7400","Female","Others","Highschool","TX","Age_30-44","unemployed",39645,437,0.0110228275949048
"7401","Female","Others","Highschool","TX","Age_45-59","employed",39645,844,0.0212889393366124
"7402","Female","Others","Highschool","TX","Age_45-59","unemployed",39645,512,0.0129146172278976
"7403","Female","Others","Highschool","TX","Age_60-74","employed",39645,385,0.00971118678269643
"7404","Female","Others","Highschool","TX","Age_60-74","unemployed",39645,930,0.0234581914491109
"7405","Female","Others","Highschool","TX","Age_75+","employed",39645,50,0.00126119308866187
"7406","Female","Others","Highschool","TX","Age_75+","unemployed",39645,811,0.0204565518980956
"7407","Female","Others","Less than highschool","TX","Age_18-29","employed",39645,25,0.000630596544330937
"7408","Female","Others","Less than highschool","TX","Age_18-29","unemployed",39645,32,0.000807163576743599
"7409","Female","Others","Less than highschool","TX","Age_30-44","employed",39645,99,0.00249716231555051
"7410","Female","Others","Less than highschool","TX","Age_30-44","unemployed",39645,118,0.00297641568924202
"7411","Female","Others","Less than highschool","TX","Age_45-59","employed",39645,162,0.00408626560726447
"7412","Female","Others","Less than highschool","TX","Age_45-59","unemployed",39645,193,0.00486820532223483
"7413","Female","Others","Less than highschool","TX","Age_60-74","employed",39645,58,0.00146298398284777
"7414","Female","Others","Less than highschool","TX","Age_60-74","unemployed",39645,270,0.00681044267877412
"7415","Female","Others","Less than highschool","TX","Age_75+","employed",39645,5,0.000126119308866187
"7416","Female","Others","Less than highschool","TX","Age_75+","unemployed",39645,224,0.0056501450372052
"7417","Female","Others","Undergraduates or similar degree","TX","Age_18-29","employed",39645,1362,0.0343548997351494
"7418","Female","Others","Undergraduates or similar degree","TX","Age_18-29","unemployed",39645,467,0.0117795434481019
"7419","Female","Others","Undergraduates or similar degree","TX","Age_30-44","employed",39645,1661,0.0418968344053475
"7420","Female","Others","Undergraduates or similar degree","TX","Age_30-44","unemployed",39645,478,0.0120570059276075
"7421","Female","Others","Undergraduates or similar degree","TX","Age_45-59","employed",39645,1636,0.0412662378610165
"7422","Female","Others","Undergraduates or similar degree","TX","Age_45-59","unemployed",39645,563,0.0142010341783327
"7423","Female","Others","Undergraduates or similar degree","TX","Age_60-74","employed",39645,738,0.0186152099886493
"7424","Female","Others","Undergraduates or similar degree","TX","Age_60-74","unemployed",39645,1197,0.0301929625425653
"7425","Female","Others","Undergraduates or similar degree","TX","Age_75+","employed",39645,46,0.00116029764156892
"7426","Female","Others","Undergraduates or similar degree","TX","Age_75+","unemployed",39645,633,0.0159667045024593
"7427","Male","Asian","Graduates or higher degree","TX","Age_18-29","employed",39645,23,0.000580148820784462
"7428","Male","Asian","Graduates or higher degree","TX","Age_18-29","unemployed",39645,5,0.000126119308866187
"7429","Male","Asian","Graduates or higher degree","TX","Age_30-44","employed",39645,130,0.00327910203052087
"7430","Male","Asian","Graduates or higher degree","TX","Age_30-44","unemployed",39645,4,0.00010089544709295
"7431","Male","Asian","Graduates or higher degree","TX","Age_45-59","employed",39645,80,0.002017908941859
"7432","Male","Asian","Graduates or higher degree","TX","Age_45-59","unemployed",39645,2,5.0447723546475e-05
"7433","Male","Asian","Graduates or higher degree","TX","Age_60-74","employed",39645,18,0.000454029511918275
"7434","Male","Asian","Graduates or higher degree","TX","Age_60-74","unemployed",39645,16,0.0004035817883718
"7435","Male","Asian","Graduates or higher degree","TX","Age_75+","employed",39645,6,0.000151343170639425
"7436","Male","Asian","Graduates or higher degree","TX","Age_75+","unemployed",39645,7,0.000176567032412662
"7437","Male","Asian","Highschool","TX","Age_18-29","employed",39645,31,0.000781939714970362
"7438","Male","Asian","Highschool","TX","Age_18-29","unemployed",39645,15,0.000378357926598562
"7439","Male","Asian","Highschool","TX","Age_30-44","employed",39645,40,0.0010089544709295
"7440","Male","Asian","Highschool","TX","Age_30-44","unemployed",39645,2,5.0447723546475e-05
"7441","Male","Asian","Highschool","TX","Age_45-59","employed",39645,34,0.000857611300290074
"7442","Male","Asian","Highschool","TX","Age_45-59","unemployed",39645,3,7.56715853197124e-05
"7443","Male","Asian","Highschool","TX","Age_60-74","employed",39645,11,0.000277462479505612
"7444","Male","Asian","Highschool","TX","Age_60-74","unemployed",39645,16,0.0004035817883718
"7445","Male","Asian","Highschool","TX","Age_75+","employed",39645,1,2.52238617732375e-05
"7446","Male","Asian","Highschool","TX","Age_75+","unemployed",39645,9,0.000227014755959137
"7447","Male","Asian","Less than highschool","TX","Age_18-29","unemployed",39645,2,5.0447723546475e-05
"7448","Male","Asian","Less than highschool","TX","Age_30-44","employed",39645,4,0.00010089544709295
"7449","Male","Asian","Less than highschool","TX","Age_45-59","employed",39645,9,0.000227014755959137
"7450","Male","Asian","Less than highschool","TX","Age_45-59","unemployed",39645,5,0.000126119308866187
"7451","Male","Asian","Less than highschool","TX","Age_60-74","employed",39645,3,7.56715853197124e-05
"7452","Male","Asian","Less than highschool","TX","Age_60-74","unemployed",39645,9,0.000227014755959137
"7453","Male","Asian","Less than highschool","TX","Age_75+","unemployed",39645,6,0.000151343170639425
"7454","Male","Asian","Undergraduates or similar degree","TX","Age_18-29","employed",39645,75,0.00189178963299281
"7455","Male","Asian","Undergraduates or similar degree","TX","Age_18-29","unemployed",39645,58,0.00146298398284777
"7456","Male","Asian","Undergraduates or similar degree","TX","Age_30-44","employed",39645,131,0.00330432589229411
"7457","Male","Asian","Undergraduates or similar degree","TX","Age_30-44","unemployed",39645,12,0.00030268634127885
"7458","Male","Asian","Undergraduates or similar degree","TX","Age_45-59","employed",39645,73,0.00184134190944634
"7459","Male","Asian","Undergraduates or similar degree","TX","Age_45-59","unemployed",39645,11,0.000277462479505612
"7460","Male","Asian","Undergraduates or similar degree","TX","Age_60-74","employed",39645,22,0.000554924959011225
"7461","Male","Asian","Undergraduates or similar degree","TX","Age_60-74","unemployed",39645,29,0.000731491991423887
"7462","Male","Asian","Undergraduates or similar degree","TX","Age_75+","unemployed",39645,13,0.000327910203052087
"7463","Male","Black","Graduates or higher degree","TX","Age_18-29","employed",39645,4,0.00010089544709295
"7464","Male","Black","Graduates or higher degree","TX","Age_30-44","employed",39645,38,0.000958506747383024
"7465","Male","Black","Graduates or higher degree","TX","Age_30-44","unemployed",39645,4,0.00010089544709295
"7466","Male","Black","Graduates or higher degree","TX","Age_45-59","employed",39645,36,0.000908059023836549
"7467","Male","Black","Graduates or higher degree","TX","Age_45-59","unemployed",39645,3,7.56715853197124e-05
"7468","Male","Black","Graduates or higher degree","TX","Age_60-74","employed",39645,14,0.000353134064825325
"7469","Male","Black","Graduates or higher degree","TX","Age_60-74","unemployed",39645,18,0.000454029511918275
"7470","Male","Black","Graduates or higher degree","TX","Age_75+","unemployed",39645,5,0.000126119308866187
"7471","Male","Black","Highschool","TX","Age_18-29","employed",39645,101,0.00254761003909699
"7472","Male","Black","Highschool","TX","Age_18-29","unemployed",39645,99,0.00249716231555051
"7473","Male","Black","Highschool","TX","Age_30-44","employed",39645,90,0.00227014755959137
"7474","Male","Black","Highschool","TX","Age_30-44","unemployed",39645,97,0.00244671459200404
"7475","Male","Black","Highschool","TX","Age_45-59","employed",39645,108,0.00272417707150965
"7476","Male","Black","Highschool","TX","Age_45-59","unemployed",39645,111,0.00279984865682936
"7477","Male","Black","Highschool","TX","Age_60-74","employed",39645,56,0.0014125362593013
"7478","Male","Black","Highschool","TX","Age_60-74","unemployed",39645,105,0.00264850548618994
"7479","Male","Black","Highschool","TX","Age_75+","employed",39645,2,5.0447723546475e-05
"7480","Male","Black","Highschool","TX","Age_75+","unemployed",39645,37,0.000933282885609787
"7481","Male","Black","Less than highschool","TX","Age_18-29","employed",39645,4,0.00010089544709295
"7482","Male","Black","Less than highschool","TX","Age_18-29","unemployed",39645,11,0.000277462479505612
"7483","Male","Black","Less than highschool","TX","Age_30-44","employed",39645,1,2.52238617732375e-05
"7484","Male","Black","Less than highschool","TX","Age_30-44","unemployed",39645,4,0.00010089544709295
"7485","Male","Black","Less than highschool","TX","Age_45-59","employed",39645,11,0.000277462479505612
"7486","Male","Black","Less than highschool","TX","Age_45-59","unemployed",39645,7,0.000176567032412662
"7487","Male","Black","Less than highschool","TX","Age_60-74","employed",39645,6,0.000151343170639425
"7488","Male","Black","Less than highschool","TX","Age_60-74","unemployed",39645,15,0.000378357926598562
"7489","Male","Black","Less than highschool","TX","Age_75+","employed",39645,4,0.00010089544709295
"7490","Male","Black","Less than highschool","TX","Age_75+","unemployed",39645,6,0.000151343170639425
"7491","Male","Black","Undergraduates or similar degree","TX","Age_18-29","employed",39645,125,0.00315298272165469
"7492","Male","Black","Undergraduates or similar degree","TX","Age_18-29","unemployed",39645,49,0.00123596922688864
"7493","Male","Black","Undergraduates or similar degree","TX","Age_30-44","employed",39645,204,0.00514566780174045
"7494","Male","Black","Undergraduates or similar degree","TX","Age_30-44","unemployed",39645,47,0.00118552150334216
"7495","Male","Black","Undergraduates or similar degree","TX","Age_45-59","employed",39645,162,0.00408626560726447
"7496","Male","Black","Undergraduates or similar degree","TX","Age_45-59","unemployed",39645,39,0.000983730609156262
"7497","Male","Black","Undergraduates or similar degree","TX","Age_60-74","employed",39645,66,0.00166477487703367
"7498","Male","Black","Undergraduates or similar degree","TX","Age_60-74","unemployed",39645,101,0.00254761003909699
"7499","Male","Black","Undergraduates or similar degree","TX","Age_75+","employed",39645,1,2.52238617732375e-05
"7500","Male","Black","Undergraduates or similar degree","TX","Age_75+","unemployed",39645,30,0.000756715853197125
"7501","Male","Others","Graduates or higher degree","TX","Age_18-29","employed",39645,63,0.00158910329171396
"7502","Male","Others","Graduates or higher degree","TX","Age_18-29","unemployed",39645,8,0.0002017908941859
"7503","Male","Others","Graduates or higher degree","TX","Age_30-44","employed",39645,402,0.0101399924328415
"7504","Male","Others","Graduates or higher degree","TX","Age_30-44","unemployed",39645,10,0.000252238617732375
"7505","Male","Others","Graduates or higher degree","TX","Age_45-59","employed",39645,438,0.011048051456678
"7506","Male","Others","Graduates or higher degree","TX","Age_45-59","unemployed",39645,32,0.000807163576743599
"7507","Male","Others","Graduates or higher degree","TX","Age_60-74","employed",39645,246,0.00620506999621642
"7508","Male","Others","Graduates or higher degree","TX","Age_60-74","unemployed",39645,197,0.00496910076932778
"7509","Male","Others","Graduates or higher degree","TX","Age_75+","employed",39645,36,0.000908059023836549
"7510","Male","Others","Graduates or higher degree","TX","Age_75+","unemployed",39645,163,0.00411148946903771
"7511","Male","Others","Highschool","TX","Age_18-29","employed",39645,1043,0.0263084878294867
"7512","Male","Others","Highschool","TX","Age_18-29","unemployed",39645,449,0.0113255139361836
"7513","Male","Others","Highschool","TX","Age_30-44","employed",39645,1108,0.0279480388447471
"7514","Male","Others","Highschool","TX","Age_30-44","unemployed",39645,315,0.00794551645856981
"7515","Male","Others","Highschool","TX","Age_45-59","employed",39645,1155,0.0291335603480893
"7516","Male","Others","Highschool","TX","Age_45-59","unemployed",39645,303,0.00764283011729096
"7517","Male","Others","Highschool","TX","Age_60-74","employed",39645,449,0.0113255139361836
"7518","Male","Others","Highschool","TX","Age_60-74","unemployed",39645,596,0.0150334216168495
"7519","Male","Others","Highschool","TX","Age_75+","employed",39645,32,0.000807163576743599
"7520","Male","Others","Highschool","TX","Age_75+","unemployed",39645,414,0.0104426787741203
"7521","Male","Others","Less than highschool","TX","Age_18-29","employed",39645,50,0.00126119308866187
"7522","Male","Others","Less than highschool","TX","Age_18-29","unemployed",39645,25,0.000630596544330937
"7523","Male","Others","Less than highschool","TX","Age_30-44","employed",39645,218,0.00549880186656577
"7524","Male","Others","Less than highschool","TX","Age_30-44","unemployed",39645,47,0.00118552150334216
"7525","Male","Others","Less than highschool","TX","Age_45-59","employed",39645,271,0.00683566654054736
"7526","Male","Others","Less than highschool","TX","Age_45-59","unemployed",39645,58,0.00146298398284777
"7527","Male","Others","Less than highschool","TX","Age_60-74","employed",39645,116,0.00292596796569555
"7528","Male","Others","Less than highschool","TX","Age_60-74","unemployed",39645,163,0.00411148946903771
"7529","Male","Others","Less than highschool","TX","Age_75+","employed",39645,12,0.00030268634127885
"7530","Male","Others","Less than highschool","TX","Age_75+","unemployed",39645,166,0.00418716105435742
"7531","Male","Others","Undergraduates or similar degree","TX","Age_18-29","employed",39645,1262,0.0318325135578257
"7532","Male","Others","Undergraduates or similar degree","TX","Age_18-29","unemployed",39645,336,0.00847521755580779
"7533","Male","Others","Undergraduates or similar degree","TX","Age_30-44","employed",39645,1725,0.0435111615588347
"7534","Male","Others","Undergraduates or similar degree","TX","Age_30-44","unemployed",39645,164,0.00413671333081095
"7535","Male","Others","Undergraduates or similar degree","TX","Age_45-59","employed",39645,1724,0.0434859376970614
"7536","Male","Others","Undergraduates or similar degree","TX","Age_45-59","unemployed",39645,219,0.00552402572833901
"7537","Male","Others","Undergraduates or similar degree","TX","Age_60-74","employed",39645,912,0.0230041619371926
"7538","Male","Others","Undergraduates or similar degree","TX","Age_60-74","unemployed",39645,927,0.0233825198637911
"7539","Male","Others","Undergraduates or similar degree","TX","Age_75+","employed",39645,74,0.00186656577121957
"7540","Male","Others","Undergraduates or similar degree","TX","Age_75+","unemployed",39645,466,0.0117543195863287
"7541","Female","Asian","Graduates or higher degree","UT","Age_18-29","employed",4301,2,0.000465008137642409
"7542","Female","Asian","Graduates or higher degree","UT","Age_18-29","unemployed",4301,1,0.000232504068821204
"7543","Female","Asian","Graduates or higher degree","UT","Age_30-44","employed",4301,2,0.000465008137642409
"7544","Female","Asian","Graduates or higher degree","UT","Age_30-44","unemployed",4301,1,0.000232504068821204
"7545","Female","Asian","Graduates or higher degree","UT","Age_45-59","employed",4301,1,0.000232504068821204
"7546","Female","Asian","Graduates or higher degree","UT","Age_60-74","unemployed",4301,1,0.000232504068821204
"7547","Female","Asian","Highschool","UT","Age_18-29","employed",4301,2,0.000465008137642409
"7548","Female","Asian","Highschool","UT","Age_18-29","unemployed",4301,1,0.000232504068821204
"7549","Female","Asian","Highschool","UT","Age_30-44","employed",4301,6,0.00139502441292723
"7550","Female","Asian","Highschool","UT","Age_30-44","unemployed",4301,2,0.000465008137642409
"7551","Female","Asian","Highschool","UT","Age_45-59","employed",4301,3,0.000697512206463613
"7552","Female","Asian","Highschool","UT","Age_60-74","unemployed",4301,2,0.000465008137642409
"7553","Female","Asian","Less than highschool","UT","Age_60-74","unemployed",4301,3,0.000697512206463613
"7554","Female","Asian","Undergraduates or similar degree","UT","Age_18-29","employed",4301,11,0.00255754475703325
"7555","Female","Asian","Undergraduates or similar degree","UT","Age_18-29","unemployed",4301,2,0.000465008137642409
"7556","Female","Asian","Undergraduates or similar degree","UT","Age_30-44","employed",4301,7,0.00162752848174843
"7557","Female","Asian","Undergraduates or similar degree","UT","Age_30-44","unemployed",4301,3,0.000697512206463613
"7558","Female","Asian","Undergraduates or similar degree","UT","Age_45-59","employed",4301,7,0.00162752848174843
"7559","Female","Asian","Undergraduates or similar degree","UT","Age_45-59","unemployed",4301,2,0.000465008137642409
"7560","Female","Asian","Undergraduates or similar degree","UT","Age_60-74","employed",4301,1,0.000232504068821204
"7561","Female","Asian","Undergraduates or similar degree","UT","Age_60-74","unemployed",4301,3,0.000697512206463613
"7562","Female","Black","Graduates or higher degree","UT","Age_60-74","employed",4301,1,0.000232504068821204
"7563","Female","Black","Highschool","UT","Age_18-29","employed",4301,2,0.000465008137642409
"7564","Female","Black","Highschool","UT","Age_18-29","unemployed",4301,1,0.000232504068821204
"7565","Female","Black","Highschool","UT","Age_60-74","unemployed",4301,1,0.000232504068821204
"7566","Female","Black","Less than highschool","UT","Age_30-44","unemployed",4301,1,0.000232504068821204
"7567","Female","Black","Less than highschool","UT","Age_45-59","employed",4301,1,0.000232504068821204
"7568","Female","Black","Undergraduates or similar degree","UT","Age_18-29","employed",4301,5,0.00116252034410602
"7569","Female","Black","Undergraduates or similar degree","UT","Age_30-44","employed",4301,3,0.000697512206463613
"7570","Female","Black","Undergraduates or similar degree","UT","Age_60-74","unemployed",4301,1,0.000232504068821204
"7571","Female","Others","Graduates or higher degree","UT","Age_18-29","employed",4301,9,0.00209253661939084
"7572","Female","Others","Graduates or higher degree","UT","Age_18-29","unemployed",4301,1,0.000232504068821204
"7573","Female","Others","Graduates or higher degree","UT","Age_30-44","employed",4301,52,0.0120902115787026
"7574","Female","Others","Graduates or higher degree","UT","Age_30-44","unemployed",4301,7,0.00162752848174843
"7575","Female","Others","Graduates or higher degree","UT","Age_45-59","employed",4301,43,0.00999767495931179
"7576","Female","Others","Graduates or higher degree","UT","Age_45-59","unemployed",4301,3,0.000697512206463613
"7577","Female","Others","Graduates or higher degree","UT","Age_60-74","employed",4301,21,0.00488258544524529
"7578","Female","Others","Graduates or higher degree","UT","Age_60-74","unemployed",4301,21,0.00488258544524529
"7579","Female","Others","Graduates or higher degree","UT","Age_75+","unemployed",4301,14,0.00325505696349686
"7580","Female","Others","Highschool","UT","Age_18-29","employed",4301,111,0.0258079516391537
"7581","Female","Others","Highschool","UT","Age_18-29","unemployed",4301,34,0.00790513833992095
"7582","Female","Others","Highschool","UT","Age_30-44","employed",4301,79,0.0183678214368751
"7583","Female","Others","Highschool","UT","Age_30-44","unemployed",4301,40,0.00930016275284818
"7584","Female","Others","Highschool","UT","Age_45-59","employed",4301,76,0.0176703092304115
"7585","Female","Others","Highschool","UT","Age_45-59","unemployed",4301,44,0.010230179028133
"7586","Female","Others","Highschool","UT","Age_60-74","employed",4301,44,0.010230179028133
"7587","Female","Others","Highschool","UT","Age_60-74","unemployed",4301,81,0.0188328295745176
"7588","Female","Others","Highschool","UT","Age_75+","employed",4301,4,0.000930016275284817
"7589","Female","Others","Highschool","UT","Age_75+","unemployed",4301,66,0.0153452685421995
"7590","Female","Others","Less than highschool","UT","Age_18-29","unemployed",4301,4,0.000930016275284817
"7591","Female","Others","Less than highschool","UT","Age_30-44","employed",4301,2,0.000465008137642409
"7592","Female","Others","Less than highschool","UT","Age_30-44","unemployed",4301,10,0.00232504068821204
"7593","Female","Others","Less than highschool","UT","Age_45-59","employed",4301,3,0.000697512206463613
"7594","Female","Others","Less than highschool","UT","Age_45-59","unemployed",4301,2,0.000465008137642409
"7595","Female","Others","Less than highschool","UT","Age_60-74","employed",4301,2,0.000465008137642409
"7596","Female","Others","Less than highschool","UT","Age_60-74","unemployed",4301,5,0.00116252034410602
"7597","Female","Others","Less than highschool","UT","Age_75+","unemployed",4301,4,0.000930016275284817
"7598","Female","Others","Undergraduates or similar degree","UT","Age_18-29","employed",4301,245,0.0569634968611951
"7599","Female","Others","Undergraduates or similar degree","UT","Age_18-29","unemployed",4301,93,0.021622878400372
"7600","Female","Others","Undergraduates or similar degree","UT","Age_30-44","employed",4301,234,0.0544059521041618
"7601","Female","Others","Undergraduates or similar degree","UT","Age_30-44","unemployed",4301,130,0.0302255289467566
"7602","Female","Others","Undergraduates or similar degree","UT","Age_45-59","employed",4301,223,0.0518484073471286
"7603","Female","Others","Undergraduates or similar degree","UT","Age_45-59","unemployed",4301,103,0.0239479190885841
"7604","Female","Others","Undergraduates or similar degree","UT","Age_60-74","employed",4301,79,0.0183678214368751
"7605","Female","Others","Undergraduates or similar degree","UT","Age_60-74","unemployed",4301,141,0.0327830737037898
"7606","Female","Others","Undergraduates or similar degree","UT","Age_75+","employed",4301,2,0.000465008137642409
"7607","Female","Others","Undergraduates or similar degree","UT","Age_75+","unemployed",4301,96,0.0223203906068356
"7608","Male","Asian","Graduates or higher degree","UT","Age_18-29","employed",4301,1,0.000232504068821204
"7609","Male","Asian","Graduates or higher degree","UT","Age_18-29","unemployed",4301,1,0.000232504068821204
"7610","Male","Asian","Graduates or higher degree","UT","Age_30-44","employed",4301,4,0.000930016275284817
"7611","Male","Asian","Graduates or higher degree","UT","Age_45-59","employed",4301,3,0.000697512206463613
"7612","Male","Asian","Graduates or higher degree","UT","Age_60-74","employed",4301,2,0.000465008137642409
"7613","Male","Asian","Graduates or higher degree","UT","Age_60-74","unemployed",4301,1,0.000232504068821204
"7614","Male","Asian","Highschool","UT","Age_18-29","employed",4301,3,0.000697512206463613
"7615","Male","Asian","Highschool","UT","Age_18-29","unemployed",4301,2,0.000465008137642409
"7616","Male","Asian","Highschool","UT","Age_30-44","employed",4301,6,0.00139502441292723
"7617","Male","Asian","Highschool","UT","Age_30-44","unemployed",4301,3,0.000697512206463613
"7618","Male","Asian","Highschool","UT","Age_60-74","unemployed",4301,2,0.000465008137642409
"7619","Male","Asian","Less than highschool","UT","Age_18-29","employed",4301,1,0.000232504068821204
"7620","Male","Asian","Less than highschool","UT","Age_60-74","employed",4301,1,0.000232504068821204
"7621","Male","Asian","Less than highschool","UT","Age_75+","unemployed",4301,2,0.000465008137642409
"7622","Male","Asian","Undergraduates or similar degree","UT","Age_18-29","employed",4301,4,0.000930016275284817
"7623","Male","Asian","Undergraduates or similar degree","UT","Age_18-29","unemployed",4301,2,0.000465008137642409
"7624","Male","Asian","Undergraduates or similar degree","UT","Age_30-44","employed",4301,6,0.00139502441292723
"7625","Male","Asian","Undergraduates or similar degree","UT","Age_45-59","employed",4301,6,0.00139502441292723
"7626","Male","Asian","Undergraduates or similar degree","UT","Age_45-59","unemployed",4301,2,0.000465008137642409
"7627","Male","Asian","Undergraduates or similar degree","UT","Age_60-74","employed",4301,1,0.000232504068821204
"7628","Male","Asian","Undergraduates or similar degree","UT","Age_60-74","unemployed",4301,4,0.000930016275284817
"7629","Male","Asian","Undergraduates or similar degree","UT","Age_75+","unemployed",4301,1,0.000232504068821204
"7630","Male","Black","Graduates or higher degree","UT","Age_45-59","employed",4301,1,0.000232504068821204
"7631","Male","Black","Highschool","UT","Age_18-29","employed",4301,1,0.000232504068821204
"7632","Male","Black","Highschool","UT","Age_18-29","unemployed",4301,3,0.000697512206463613
"7633","Male","Black","Highschool","UT","Age_30-44","employed",4301,1,0.000232504068821204
"7634","Male","Black","Highschool","UT","Age_30-44","unemployed",4301,1,0.000232504068821204
"7635","Male","Black","Highschool","UT","Age_45-59","unemployed",4301,1,0.000232504068821204
"7636","Male","Black","Highschool","UT","Age_60-74","unemployed",4301,1,0.000232504068821204
"7637","Male","Black","Undergraduates or similar degree","UT","Age_18-29","employed",4301,2,0.000465008137642409
"7638","Male","Black","Undergraduates or similar degree","UT","Age_18-29","unemployed",4301,3,0.000697512206463613
"7639","Male","Black","Undergraduates or similar degree","UT","Age_30-44","employed",4301,2,0.000465008137642409
"7640","Male","Black","Undergraduates or similar degree","UT","Age_30-44","unemployed",4301,1,0.000232504068821204
"7641","Male","Black","Undergraduates or similar degree","UT","Age_45-59","employed",4301,1,0.000232504068821204
"7642","Male","Black","Undergraduates or similar degree","UT","Age_60-74","employed",4301,1,0.000232504068821204
"7643","Male","Black","Undergraduates or similar degree","UT","Age_60-74","unemployed",4301,1,0.000232504068821204
"7644","Male","Others","Graduates or higher degree","UT","Age_18-29","employed",4301,10,0.00232504068821204
"7645","Male","Others","Graduates or higher degree","UT","Age_30-44","employed",4301,101,0.0234829109509416
"7646","Male","Others","Graduates or higher degree","UT","Age_30-44","unemployed",4301,1,0.000232504068821204
"7647","Male","Others","Graduates or higher degree","UT","Age_45-59","employed",4301,77,0.0179028132992327
"7648","Male","Others","Graduates or higher degree","UT","Age_45-59","unemployed",4301,4,0.000930016275284817
"7649","Male","Others","Graduates or higher degree","UT","Age_60-74","employed",4301,37,0.00860265054638456
"7650","Male","Others","Graduates or higher degree","UT","Age_60-74","unemployed",4301,30,0.00697512206463613
"7651","Male","Others","Graduates or higher degree","UT","Age_75+","employed",4301,1,0.000232504068821204
"7652","Male","Others","Graduates or higher degree","UT","Age_75+","unemployed",4301,26,0.00604510578935131
"7653","Male","Others","Highschool","UT","Age_18-29","employed",4301,148,0.0344106021855382
"7654","Male","Others","Highschool","UT","Age_18-29","unemployed",4301,37,0.00860265054638456
"7655","Male","Others","Highschool","UT","Age_30-44","employed",4301,128,0.0297605208091142
"7656","Male","Others","Highschool","UT","Age_30-44","unemployed",4301,20,0.00465008137642409
"7657","Male","Others","Highschool","UT","Age_45-59","employed",4301,104,0.0241804231574053
"7658","Male","Others","Highschool","UT","Age_45-59","unemployed",4301,21,0.00488258544524529
"7659","Male","Others","Highschool","UT","Age_60-74","employed",4301,29,0.00674261799581493
"7660","Male","Others","Highschool","UT","Age_60-74","unemployed",4301,50,0.0116252034410602
"7661","Male","Others","Highschool","UT","Age_75+","employed",4301,2,0.000465008137642409
"7662","Male","Others","Highschool","UT","Age_75+","unemployed",4301,32,0.00744013020227854
"7663","Male","Others","Less than highschool","UT","Age_18-29","employed",4301,4,0.000930016275284817
"7664","Male","Others","Less than highschool","UT","Age_18-29","unemployed",4301,1,0.000232504068821204
"7665","Male","Others","Less than highschool","UT","Age_30-44","employed",4301,7,0.00162752848174843
"7666","Male","Others","Less than highschool","UT","Age_30-44","unemployed",4301,5,0.00116252034410602
"7667","Male","Others","Less than highschool","UT","Age_45-59","employed",4301,5,0.00116252034410602
"7668","Male","Others","Less than highschool","UT","Age_45-59","unemployed",4301,2,0.000465008137642409
"7669","Male","Others","Less than highschool","UT","Age_60-74","employed",4301,5,0.00116252034410602
"7670","Male","Others","Less than highschool","UT","Age_60-74","unemployed",4301,2,0.000465008137642409
"7671","Male","Others","Less than highschool","UT","Age_75+","unemployed",4301,3,0.000697512206463613
"7672","Male","Others","Undergraduates or similar degree","UT","Age_18-29","employed",4301,238,0.0553359683794466
"7673","Male","Others","Undergraduates or similar degree","UT","Age_18-29","unemployed",4301,42,0.00976517089049058
"7674","Male","Others","Undergraduates or similar degree","UT","Age_30-44","employed",4301,276,0.0641711229946524
"7675","Male","Others","Undergraduates or similar degree","UT","Age_30-44","unemployed",4301,15,0.00348756103231807
