"","gender","race","education","state","age","employment","people_in_each_state","number_in_cell","cell_prop_of_division_total"
"1310","Female","Black","Undergraduates or similar degree","DC","Age_75+","unemployed",1093,7,0.00640439158279963
"1311","Female","Others","Graduates or higher degree","DC","Age_18-29","employed",1093,26,0.0237877401646844
"1312","Female","Others","Graduates or higher degree","DC","Age_18-29","unemployed",1093,1,0.000914913083257091
"1313","Female","Others","Graduates or higher degree","DC","Age_30-44","employed",1093,52,0.0475754803293687
"1314","Female","Others","Graduates or higher degree","DC","Age_30-44","unemployed",1093,3,0.00274473924977127
"1315","Female","Others","Graduates or higher degree","DC","Age_45-59","employed",1093,19,0.0173833485818847
"1316","Female","Others","Graduates or higher degree","DC","Age_60-74","employed",1093,8,0.00731930466605672
"1317","Female","Others","Graduates or higher degree","DC","Age_60-74","unemployed",1093,8,0.00731930466605672
"1318","Female","Others","Graduates or higher degree","DC","Age_75+","unemployed",1093,7,0.00640439158279963
"1319","Female","Others","Highschool","DC","Age_18-29","employed",1093,4,0.00365965233302836
"1320","Female","Others","Highschool","DC","Age_18-29","unemployed",1093,11,0.010064043915828
"1321","Female","Others","Highschool","DC","Age_30-44","employed",1093,2,0.00182982616651418
"1322","Female","Others","Highschool","DC","Age_30-44","unemployed",1093,1,0.000914913083257091
"1323","Female","Others","Highschool","DC","Age_45-59","employed",1093,2,0.00182982616651418
"1324","Female","Others","Highschool","DC","Age_75+","employed",1093,1,0.000914913083257091
"1325","Female","Others","Less than highschool","DC","Age_18-29","employed",1093,1,0.000914913083257091
"1326","Female","Others","Less than highschool","DC","Age_18-29","unemployed",1093,1,0.000914913083257091
"1327","Female","Others","Less than highschool","DC","Age_30-44","employed",1093,4,0.00365965233302836
"1328","Female","Others","Less than highschool","DC","Age_45-59","unemployed",1093,3,0.00274473924977127
"1329","Female","Others","Less than highschool","DC","Age_60-74","unemployed",1093,2,0.00182982616651418
"1330","Female","Others","Undergraduates or similar degree","DC","Age_18-29","employed",1093,61,0.0558096980786825
"1331","Female","Others","Undergraduates or similar degree","DC","Age_18-29","unemployed",1093,11,0.010064043915828
"1332","Female","Others","Undergraduates or similar degree","DC","Age_30-44","employed",1093,30,0.0274473924977127
"1333","Female","Others","Undergraduates or similar degree","DC","Age_30-44","unemployed",1093,6,0.00548947849954254
"1334","Female","Others","Undergraduates or similar degree","DC","Age_45-59","employed",1093,14,0.0128087831655993
"1335","Female","Others","Undergraduates or similar degree","DC","Age_45-59","unemployed",1093,6,0.00548947849954254
"1336","Female","Others","Undergraduates or similar degree","DC","Age_60-74","employed",1093,3,0.00274473924977127
"1337","Female","Others","Undergraduates or similar degree","DC","Age_60-74","unemployed",1093,7,0.00640439158279963
"1338","Female","Others","Undergraduates or similar degree","DC","Age_75+","unemployed",1093,3,0.00274473924977127
"1339","Male","Asian","Graduates or higher degree","DC","Age_30-44","employed",1093,2,0.00182982616651418
"1340","Male","Asian","Graduates or higher degree","DC","Age_45-59","employed",1093,2,0.00182982616651418
"1341","Male","Asian","Graduates or higher degree","DC","Age_60-74","employed",1093,1,0.000914913083257091
"1342","Male","Asian","Highschool","DC","Age_18-29","employed",1093,1,0.000914913083257091
"1343","Male","Asian","Highschool","DC","Age_18-29","unemployed",1093,3,0.00274473924977127
"1344","Male","Asian","Highschool","DC","Age_45-59","employed",1093,1,0.000914913083257091
"1345","Male","Asian","Undergraduates or similar degree","DC","Age_18-29","employed",1093,2,0.00182982616651418
"1346","Male","Asian","Undergraduates or similar degree","DC","Age_18-29","unemployed",1093,3,0.00274473924977127
"1347","Male","Asian","Undergraduates or similar degree","DC","Age_30-44","employed",1093,6,0.00548947849954254
"1348","Male","Black","Graduates or higher degree","DC","Age_30-44","employed",1093,8,0.00731930466605672
"1349","Male","Black","Graduates or higher degree","DC","Age_45-59","employed",1093,5,0.00457456541628545
"1350","Male","Black","Graduates or higher degree","DC","Age_60-74","employed",1093,3,0.00274473924977127
"1351","Male","Black","Graduates or higher degree","DC","Age_60-74","unemployed",1093,1,0.000914913083257091
"1352","Male","Black","Graduates or higher degree","DC","Age_75+","employed",1093,1,0.000914913083257091
"1353","Male","Black","Graduates or higher degree","DC","Age_75+","unemployed",1093,2,0.00182982616651418
"1354","Male","Black","Highschool","DC","Age_18-29","employed",1093,16,0.0146386093321134
"1355","Male","Black","Highschool","DC","Age_18-29","unemployed",1093,8,0.00731930466605672
"1356","Male","Black","Highschool","DC","Age_30-44","employed",1093,15,0.0137236962488564
"1357","Male","Black","Highschool","DC","Age_30-44","unemployed",1093,1,0.000914913083257091
"1358","Male","Black","Highschool","DC","Age_45-59","employed",1093,10,0.00914913083257091
"1359","Male","Black","Highschool","DC","Age_45-59","unemployed",1093,7,0.00640439158279963
"1360","Male","Black","Highschool","DC","Age_60-74","employed",1093,6,0.00548947849954254
"1361","Male","Black","Highschool","DC","Age_60-74","unemployed",1093,16,0.0146386093321134
"1362","Male","Black","Highschool","DC","Age_75+","employed",1093,1,0.000914913083257091
"1363","Male","Black","Highschool","DC","Age_75+","unemployed",1093,10,0.00914913083257091
"1364","Male","Black","Less than highschool","DC","Age_18-29","employed",1093,1,0.000914913083257091
"1365","Male","Black","Less than highschool","DC","Age_45-59","unemployed",1093,2,0.00182982616651418
"1366","Male","Black","Less than highschool","DC","Age_60-74","unemployed",1093,4,0.00365965233302836
"1367","Male","Black","Less than highschool","DC","Age_75+","unemployed",1093,2,0.00182982616651418
"1368","Male","Black","Undergraduates or similar degree","DC","Age_18-29","employed",1093,12,0.0109789569990851
"1369","Male","Black","Undergraduates or similar degree","DC","Age_18-29","unemployed",1093,5,0.00457456541628545
"1370","Male","Black","Undergraduates or similar degree","DC","Age_30-44","employed",1093,19,0.0173833485818847
"1371","Male","Black","Undergraduates or similar degree","DC","Age_30-44","unemployed",1093,8,0.00731930466605672
"1372","Male","Black","Undergraduates or similar degree","DC","Age_45-59","employed",1093,9,0.00823421774931381
"1373","Male","Black","Undergraduates or similar degree","DC","Age_45-59","unemployed",1093,8,0.00731930466605672
"1374","Male","Black","Undergraduates or similar degree","DC","Age_60-74","employed",1093,8,0.00731930466605672
"1375","Male","Black","Undergraduates or similar degree","DC","Age_60-74","unemployed",1093,12,0.0109789569990851
"1376","Male","Black","Undergraduates or similar degree","DC","Age_75+","unemployed",1093,2,0.00182982616651418
"1377","Male","Others","Graduates or higher degree","DC","Age_18-29","employed",1093,16,0.0146386093321134
"1378","Male","Others","Graduates or higher degree","DC","Age_18-29","unemployed",1093,1,0.000914913083257091
"1379","Male","Others","Graduates or higher degree","DC","Age_30-44","employed",1093,60,0.0548947849954254
"1380","Male","Others","Graduates or higher degree","DC","Age_30-44","unemployed",1093,4,0.00365965233302836
"1381","Male","Others","Graduates or higher degree","DC","Age_45-59","employed",1093,25,0.0228728270814273
"1382","Male","Others","Graduates or higher degree","DC","Age_60-74","employed",1093,19,0.0173833485818847
"1383","Male","Others","Graduates or higher degree","DC","Age_60-74","unemployed",1093,4,0.00365965233302836
"1384","Male","Others","Graduates or higher degree","DC","Age_75+","employed",1093,1,0.000914913083257091
"1385","Male","Others","Graduates or higher degree","DC","Age_75+","unemployed",1093,3,0.00274473924977127
"1386","Male","Others","Highschool","DC","Age_18-29","employed",1093,13,0.0118938700823422
"1387","Male","Others","Highschool","DC","Age_18-29","unemployed",1093,8,0.00731930466605672
"1388","Male","Others","Highschool","DC","Age_30-44","employed",1093,5,0.00457456541628545
"1389","Male","Others","Highschool","DC","Age_45-59","employed",1093,3,0.00274473924977127
"1390","Male","Others","Highschool","DC","Age_45-59","unemployed",1093,2,0.00182982616651418
"1391","Male","Others","Highschool","DC","Age_60-74","employed",1093,1,0.000914913083257091
"1392","Male","Others","Highschool","DC","Age_75+","unemployed",1093,1,0.000914913083257091
"1393","Male","Others","Less than highschool","DC","Age_30-44","employed",1093,2,0.00182982616651418
"1394","Male","Others","Less than highschool","DC","Age_45-59","employed",1093,2,0.00182982616651418
"1395","Male","Others","Less than highschool","DC","Age_60-74","employed",1093,1,0.000914913083257091
"1396","Male","Others","Less than highschool","DC","Age_60-74","unemployed",1093,1,0.000914913083257091
"1397","Male","Others","Undergraduates or similar degree","DC","Age_18-29","employed",1093,63,0.0576395242451967
"1398","Male","Others","Undergraduates or similar degree","DC","Age_18-29","unemployed",1093,13,0.0118938700823422
"1399","Male","Others","Undergraduates or similar degree","DC","Age_30-44","employed",1093,34,0.0311070448307411
"1400","Male","Others","Undergraduates or similar degree","DC","Age_30-44","unemployed",1093,2,0.00182982616651418
"1401","Male","Others","Undergraduates or similar degree","DC","Age_45-59","employed",1093,16,0.0146386093321134
"1402","Male","Others","Undergraduates or similar degree","DC","Age_45-59","unemployed",1093,2,0.00182982616651418
"1403","Male","Others","Undergraduates or similar degree","DC","Age_60-74","employed",1093,3,0.00274473924977127
"1404","Male","Others","Undergraduates or similar degree","DC","Age_60-74","unemployed",1093,6,0.00548947849954254
"1405","Female","Asian","Graduates or higher degree","DE","Age_18-29","employed",1451,1,0.000689179875947622
"1406","Female","Asian","Graduates or higher degree","DE","Age_30-44","employed",1451,3,0.00206753962784287
"1407","Female","Asian","Graduates or higher degree","DE","Age_30-44","unemployed",1451,1,0.000689179875947622
"1408","Female","Asian","Graduates or higher degree","DE","Age_45-59","employed",1451,2,0.00137835975189524
"1409","Female","Asian","Highschool","DE","Age_18-29","employed",1451,2,0.00137835975189524
"1410","Female","Asian","Highschool","DE","Age_18-29","unemployed",1451,1,0.000689179875947622
"1411","Female","Asian","Highschool","DE","Age_45-59","unemployed",1451,2,0.00137835975189524
"1412","Female","Asian","Highschool","DE","Age_60-74","employed",1451,1,0.000689179875947622
"1413","Female","Asian","Highschool","DE","Age_60-74","unemployed",1451,2,0.00137835975189524
"1414","Female","Asian","Highschool","DE","Age_75+","unemployed",1451,1,0.000689179875947622
"1415","Female","Asian","Undergraduates or similar degree","DE","Age_18-29","employed",1451,2,0.00137835975189524
"1416","Female","Asian","Undergraduates or similar degree","DE","Age_18-29","unemployed",1451,2,0.00137835975189524
"1417","Female","Asian","Undergraduates or similar degree","DE","Age_30-44","employed",1451,2,0.00137835975189524
"1418","Female","Asian","Undergraduates or similar degree","DE","Age_30-44","unemployed",1451,1,0.000689179875947622
"1419","Female","Asian","Undergraduates or similar degree","DE","Age_45-59","employed",1451,2,0.00137835975189524
"1420","Female","Asian","Undergraduates or similar degree","DE","Age_45-59","unemployed",1451,1,0.000689179875947622
"1421","Female","Asian","Undergraduates or similar degree","DE","Age_60-74","employed",1451,2,0.00137835975189524
"1422","Female","Asian","Undergraduates or similar degree","DE","Age_60-74","unemployed",1451,1,0.000689179875947622
"1423","Female","Asian","Undergraduates or similar degree","DE","Age_75+","unemployed",1451,3,0.00206753962784287
"1424","Female","Black","Graduates or higher degree","DE","Age_18-29","employed",1451,1,0.000689179875947622
"1425","Female","Black","Graduates or higher degree","DE","Age_30-44","employed",1451,3,0.00206753962784287
"1426","Female","Black","Graduates or higher degree","DE","Age_30-44","unemployed",1451,1,0.000689179875947622
"1427","Female","Black","Graduates or higher degree","DE","Age_45-59","employed",1451,2,0.00137835975189524
"1428","Female","Black","Graduates or higher degree","DE","Age_45-59","unemployed",1451,1,0.000689179875947622
"1429","Female","Black","Graduates or higher degree","DE","Age_60-74","employed",1451,2,0.00137835975189524
"1430","Female","Black","Graduates or higher degree","DE","Age_75+","unemployed",1451,1,0.000689179875947622
"1431","Female","Black","Highschool","DE","Age_18-29","employed",1451,5,0.00344589937973811
"1432","Female","Black","Highschool","DE","Age_18-29","unemployed",1451,2,0.00137835975189524
"1433","Female","Black","Highschool","DE","Age_30-44","employed",1451,6,0.00413507925568573
"1434","Female","Black","Highschool","DE","Age_30-44","unemployed",1451,1,0.000689179875947622
"1435","Female","Black","Highschool","DE","Age_45-59","employed",1451,11,0.00758097863542385
"1436","Female","Black","Highschool","DE","Age_45-59","unemployed",1451,2,0.00137835975189524
"1437","Female","Black","Highschool","DE","Age_60-74","employed",1451,1,0.000689179875947622
"1438","Female","Black","Highschool","DE","Age_60-74","unemployed",1451,10,0.00689179875947622
"1439","Female","Black","Highschool","DE","Age_75+","unemployed",1451,5,0.00344589937973811
"1440","Female","Black","Less than highschool","DE","Age_30-44","unemployed",1451,1,0.000689179875947622
"1441","Female","Black","Less than highschool","DE","Age_45-59","unemployed",1451,1,0.000689179875947622
"1442","Female","Black","Less than highschool","DE","Age_60-74","unemployed",1451,1,0.000689179875947622
"1443","Female","Black","Less than highschool","DE","Age_75+","unemployed",1451,4,0.00275671950379049
"1444","Female","Black","Undergraduates or similar degree","DE","Age_18-29","employed",1451,17,0.0117160578911096
"1445","Female","Black","Undergraduates or similar degree","DE","Age_18-29","unemployed",1451,9,0.0062026188835286
"1446","Female","Black","Undergraduates or similar degree","DE","Age_30-44","employed",1451,8,0.00551343900758098
"1447","Female","Black","Undergraduates or similar degree","DE","Age_45-59","employed",1451,14,0.00964851826326671
"1448","Female","Black","Undergraduates or similar degree","DE","Age_45-59","unemployed",1451,5,0.00344589937973811
"1449","Female","Black","Undergraduates or similar degree","DE","Age_60-74","employed",1451,4,0.00275671950379049
"1450","Female","Black","Undergraduates or similar degree","DE","Age_60-74","unemployed",1451,8,0.00551343900758098
"1451","Female","Black","Undergraduates or similar degree","DE","Age_75+","unemployed",1451,1,0.000689179875947622
"1452","Female","Others","Graduates or higher degree","DE","Age_18-29","employed",1451,5,0.00344589937973811
"1453","Female","Others","Graduates or higher degree","DE","Age_30-44","employed",1451,14,0.00964851826326671
"1454","Female","Others","Graduates or higher degree","DE","Age_30-44","unemployed",1451,1,0.000689179875947622
"1455","Female","Others","Graduates or higher degree","DE","Age_45-59","employed",1451,20,0.0137835975189524
"1456","Female","Others","Graduates or higher degree","DE","Age_45-59","unemployed",1451,2,0.00137835975189524
"1457","Female","Others","Graduates or higher degree","DE","Age_60-74","employed",1451,12,0.00827015851137147
"1458","Female","Others","Graduates or higher degree","DE","Age_60-74","unemployed",1451,18,0.0124052377670572
"1459","Female","Others","Graduates or higher degree","DE","Age_75+","unemployed",1451,4,0.00275671950379049
"1460","Female","Others","Highschool","DE","Age_18-29","employed",1451,27,0.0186078566505858
"1461","Female","Others","Highschool","DE","Age_18-29","unemployed",1451,7,0.00482425913163336
"1462","Female","Others","Highschool","DE","Age_30-44","employed",1451,15,0.0103376981392143
"1463","Female","Others","Highschool","DE","Age_30-44","unemployed",1451,4,0.00275671950379049
"1464","Female","Others","Highschool","DE","Age_45-59","employed",1451,34,0.0234321157822192
"1465","Female","Others","Highschool","DE","Age_45-59","unemployed",1451,22,0.0151619572708477
"1466","Female","Others","Highschool","DE","Age_60-74","employed",1451,20,0.0137835975189524
"1467","Female","Others","Highschool","DE","Age_60-74","unemployed",1451,61,0.042039972432805
"1468","Female","Others","Highschool","DE","Age_75+","employed",1451,2,0.00137835975189524
"1469","Female","Others","Highschool","DE","Age_75+","unemployed",1451,39,0.0268780151619573
"1470","Female","Others","Less than highschool","DE","Age_18-29","employed",1451,1,0.000689179875947622
"1471","Female","Others","Less than highschool","DE","Age_18-29","unemployed",1451,4,0.00275671950379049
"1472","Female","Others","Less than highschool","DE","Age_30-44","employed",1451,2,0.00137835975189524
"1473","Female","Others","Less than highschool","DE","Age_30-44","unemployed",1451,3,0.00206753962784287
"1474","Female","Others","Less than highschool","DE","Age_45-59","employed",1451,3,0.00206753962784287
"1475","Female","Others","Less than highschool","DE","Age_45-59","unemployed",1451,5,0.00344589937973811
"1476","Female","Others","Less than highschool","DE","Age_60-74","employed",1451,1,0.000689179875947622
"1477","Female","Others","Less than highschool","DE","Age_60-74","unemployed",1451,4,0.00275671950379049
"1478","Female","Others","Less than highschool","DE","Age_75+","unemployed",1451,4,0.00275671950379049
"1479","Female","Others","Undergraduates or similar degree","DE","Age_18-29","employed",1451,42,0.0289455547898001
"1480","Female","Others","Undergraduates or similar degree","DE","Age_18-29","unemployed",1451,10,0.00689179875947622
"1481","Female","Others","Undergraduates or similar degree","DE","Age_30-44","employed",1451,50,0.0344589937973811
"1482","Female","Others","Undergraduates or similar degree","DE","Age_30-44","unemployed",1451,10,0.00689179875947622
"1483","Female","Others","Undergraduates or similar degree","DE","Age_45-59","employed",1451,58,0.0399724328049621
"1484","Female","Others","Undergraduates or similar degree","DE","Age_45-59","unemployed",1451,9,0.0062026188835286
"1485","Female","Others","Undergraduates or similar degree","DE","Age_60-74","employed",1451,29,0.019986216402481
"1486","Female","Others","Undergraduates or similar degree","DE","Age_60-74","unemployed",1451,45,0.031013094417643
"1487","Female","Others","Undergraduates or similar degree","DE","Age_75+","employed",1451,1,0.000689179875947622
"1488","Female","Others","Undergraduates or similar degree","DE","Age_75+","unemployed",1451,31,0.0213645761543763
"1489","Male","Asian","Graduates or higher degree","DE","Age_30-44","employed",1451,2,0.00137835975189524
"1490","Male","Asian","Graduates or higher degree","DE","Age_45-59","employed",1451,2,0.00137835975189524
"1491","Male","Asian","Graduates or higher degree","DE","Age_60-74","employed",1451,2,0.00137835975189524
"1492","Male","Asian","Graduates or higher degree","DE","Age_60-74","unemployed",1451,2,0.00137835975189524
"1493","Male","Asian","Graduates or higher degree","DE","Age_75+","unemployed",1451,1,0.000689179875947622
"1494","Male","Asian","Highschool","DE","Age_18-29","unemployed",1451,1,0.000689179875947622
"1495","Male","Asian","Highschool","DE","Age_30-44","employed",1451,2,0.00137835975189524
"1496","Male","Asian","Highschool","DE","Age_45-59","employed",1451,1,0.000689179875947622
"1497","Male","Asian","Highschool","DE","Age_60-74","employed",1451,1,0.000689179875947622
"1498","Male","Asian","Less than highschool","DE","Age_60-74","employed",1451,1,0.000689179875947622
"1499","Male","Asian","Undergraduates or similar degree","DE","Age_18-29","employed",1451,2,0.00137835975189524
"1500","Male","Asian","Undergraduates or similar degree","DE","Age_18-29","unemployed",1451,1,0.000689179875947622
"1501","Male","Asian","Undergraduates or similar degree","DE","Age_30-44","employed",1451,2,0.00137835975189524
"1502","Male","Asian","Undergraduates or similar degree","DE","Age_45-59","employed",1451,2,0.00137835975189524
"1503","Male","Asian","Undergraduates or similar degree","DE","Age_60-74","employed",1451,1,0.000689179875947622
"1504","Male","Asian","Undergraduates or similar degree","DE","Age_75+","unemployed",1451,1,0.000689179875947622
"1505","Male","Black","Graduates or higher degree","DE","Age_18-29","employed",1451,1,0.000689179875947622
"1506","Male","Black","Graduates or higher degree","DE","Age_30-44","employed",1451,2,0.00137835975189524
"1507","Male","Black","Graduates or higher degree","DE","Age_45-59","employed",1451,3,0.00206753962784287
"1508","Male","Black","Graduates or higher degree","DE","Age_60-74","employed",1451,1,0.000689179875947622
"1509","Male","Black","Highschool","DE","Age_18-29","employed",1451,4,0.00275671950379049
"1510","Male","Black","Highschool","DE","Age_18-29","unemployed",1451,2,0.00137835975189524
"1511","Male","Black","Highschool","DE","Age_30-44","employed",1451,6,0.00413507925568573
"1512","Male","Black","Highschool","DE","Age_30-44","unemployed",1451,3,0.00206753962784287
"1513","Male","Black","Highschool","DE","Age_45-59","employed",1451,9,0.0062026188835286
"1514","Male","Black","Highschool","DE","Age_45-59","unemployed",1451,6,0.00413507925568573
"1515","Male","Black","Highschool","DE","Age_60-74","employed",1451,4,0.00275671950379049
"1516","Male","Black","Highschool","DE","Age_60-74","unemployed",1451,6,0.00413507925568573
"1517","Male","Black","Highschool","DE","Age_75+","unemployed",1451,3,0.00206753962784287
"1518","Male","Black","Less than highschool","DE","Age_18-29","employed",1451,1,0.000689179875947622
"1519","Male","Black","Less than highschool","DE","Age_60-74","employed",1451,1,0.000689179875947622
"1520","Male","Black","Less than highschool","DE","Age_60-74","unemployed",1451,1,0.000689179875947622
"1521","Male","Black","Less than highschool","DE","Age_75+","unemployed",1451,1,0.000689179875947622
"1522","Male","Black","Undergraduates or similar degree","DE","Age_18-29","employed",1451,4,0.00275671950379049
"1523","Male","Black","Undergraduates or similar degree","DE","Age_18-29","unemployed",1451,6,0.00413507925568573
"1524","Male","Black","Undergraduates or similar degree","DE","Age_30-44","employed",1451,7,0.00482425913163336
"1525","Male","Black","Undergraduates or similar degree","DE","Age_30-44","unemployed",1451,1,0.000689179875947622
"1526","Male","Black","Undergraduates or similar degree","DE","Age_45-59","employed",1451,7,0.00482425913163336
"1527","Male","Black","Undergraduates or similar degree","DE","Age_45-59","unemployed",1451,3,0.00206753962784287
"1528","Male","Black","Undergraduates or similar degree","DE","Age_60-74","employed",1451,7,0.00482425913163336
"1529","Male","Black","Undergraduates or similar degree","DE","Age_60-74","unemployed",1451,5,0.00344589937973811
"1530","Male","Black","Undergraduates or similar degree","DE","Age_75+","unemployed",1451,1,0.000689179875947622
"1531","Male","Others","Graduates or higher degree","DE","Age_18-29","employed",1451,3,0.00206753962784287
"1532","Male","Others","Graduates or higher degree","DE","Age_30-44","employed",1451,12,0.00827015851137147
"1533","Male","Others","Graduates or higher degree","DE","Age_30-44","unemployed",1451,1,0.000689179875947622
"1534","Male","Others","Graduates or higher degree","DE","Age_45-59","employed",1451,16,0.011026878015162
"1535","Male","Others","Graduates or higher degree","DE","Age_60-74","employed",1451,12,0.00827015851137147
"1536","Male","Others","Graduates or higher degree","DE","Age_60-74","unemployed",1451,6,0.00413507925568573
"1537","Male","Others","Graduates or higher degree","DE","Age_75+","unemployed",1451,12,0.00827015851137147
"1538","Male","Others","Highschool","DE","Age_18-29","employed",1451,30,0.0206753962784287
"1539","Male","Others","Highschool","DE","Age_18-29","unemployed",1451,11,0.00758097863542385
"1540","Male","Others","Highschool","DE","Age_30-44","employed",1451,32,0.0220537560303239
"1541","Male","Others","Highschool","DE","Age_30-44","unemployed",1451,11,0.00758097863542385
"1542","Male","Others","Highschool","DE","Age_45-59","employed",1451,47,0.0323914541695383
"1543","Male","Others","Highschool","DE","Age_45-59","unemployed",1451,17,0.0117160578911096
"1544","Male","Others","Highschool","DE","Age_60-74","employed",1451,21,0.0144727773949001
"1545","Male","Others","Highschool","DE","Age_60-74","unemployed",1451,40,0.0275671950379049
"1546","Male","Others","Highschool","DE","Age_75+","employed",1451,3,0.00206753962784287
"1547","Male","Others","Highschool","DE","Age_75+","unemployed",1451,24,0.0165403170227429
"1548","Male","Others","Less than highschool","DE","Age_18-29","unemployed",1451,1,0.000689179875947622
"1549","Male","Others","Less than highschool","DE","Age_30-44","employed",1451,5,0.00344589937973811
"1550","Male","Others","Less than highschool","DE","Age_45-59","employed",1451,4,0.00275671950379049
"1551","Male","Others","Less than highschool","DE","Age_45-59","unemployed",1451,2,0.00137835975189524
"1552","Male","Others","Less than highschool","DE","Age_60-74","unemployed",1451,2,0.00137835975189524
"1553","Male","Others","Less than highschool","DE","Age_75+","unemployed",1451,1,0.000689179875947622
"1554","Male","Others","Undergraduates or similar degree","DE","Age_18-29","employed",1451,25,0.0172294968986906
"1555","Male","Others","Undergraduates or similar degree","DE","Age_18-29","unemployed",1451,6,0.00413507925568573
"1556","Male","Others","Undergraduates or similar degree","DE","Age_30-44","employed",1451,40,0.0275671950379049
"1557","Male","Others","Undergraduates or similar degree","DE","Age_30-44","unemployed",1451,5,0.00344589937973811
"1558","Male","Others","Undergraduates or similar degree","DE","Age_45-59","employed",1451,51,0.0351481736733287
"1559","Male","Others","Undergraduates or similar degree","DE","Age_45-59","unemployed",1451,6,0.00413507925568573
"1560","Male","Others","Undergraduates or similar degree","DE","Age_60-74","employed",1451,31,0.0213645761543763
"1561","Male","Others","Undergraduates or similar degree","DE","Age_60-74","unemployed",1451,53,0.036526533425224
"1562","Male","Others","Undergraduates or similar degree","DE","Age_75+","employed",1451,1,0.000689179875947622
"1563","Male","Others","Undergraduates or similar degree","DE","Age_75+","unemployed",1451,23,0.0158511371467953
"1564","Female","Asian","Graduates or higher degree","FL","Age_18-29","employed",32131,6,0.000186735551336715
"1565","Female","Asian","Graduates or higher degree","FL","Age_18-29","unemployed",32131,2,6.22451837789051e-05
"1566","Female","Asian","Graduates or higher degree","FL","Age_30-44","employed",32131,23,0.000715819613457409
"1567","Female","Asian","Graduates or higher degree","FL","Age_30-44","unemployed",32131,19,0.000591329245899599
"1568","Female","Asian","Graduates or higher degree","FL","Age_45-59","employed",32131,17,0.000529084062120693
"1569","Female","Asian","Graduates or higher degree","FL","Age_45-59","unemployed",32131,1,3.11225918894526e-05
"1570","Female","Asian","Graduates or higher degree","FL","Age_60-74","employed",32131,7,0.000217858143226168
"1571","Female","Asian","Graduates or higher degree","FL","Age_60-74","unemployed",32131,9,0.000280103327005073
"1572","Female","Asian","Graduates or higher degree","FL","Age_75+","employed",32131,1,3.11225918894526e-05
"1573","Female","Asian","Highschool","FL","Age_18-29","employed",32131,8,0.00024898073511562
"1574","Female","Asian","Highschool","FL","Age_18-29","unemployed",32131,9,0.000280103327005073
"1575","Female","Asian","Highschool","FL","Age_30-44","employed",32131,18,0.000560206654010146
"1576","Female","Asian","Highschool","FL","Age_30-44","unemployed",32131,5,0.000155612959447263
"1577","Female","Asian","Highschool","FL","Age_45-59","employed",32131,29,0.000902555164794124
"1578","Female","Asian","Highschool","FL","Age_45-59","unemployed",32131,8,0.00024898073511562
"1579","Female","Asian","Highschool","FL","Age_60-74","employed",32131,11,0.000342348510783978
"1580","Female","Asian","Highschool","FL","Age_60-74","unemployed",32131,26,0.000809187389125766
"1581","Female","Asian","Highschool","FL","Age_75+","unemployed",32131,6,0.000186735551336715
"1582","Female","Asian","Less than highschool","FL","Age_30-44","employed",32131,1,3.11225918894526e-05
"1583","Female","Asian","Less than highschool","FL","Age_45-59","employed",32131,5,0.000155612959447263
"1584","Female","Asian","Less than highschool","FL","Age_45-59","unemployed",32131,3,9.33677756683577e-05
"1585","Female","Asian","Less than highschool","FL","Age_60-74","employed",32131,7,0.000217858143226168
"1586","Female","Asian","Less than highschool","FL","Age_60-74","unemployed",32131,13,0.000404593694562883
"1587","Female","Asian","Less than highschool","FL","Age_75+","unemployed",32131,1,3.11225918894526e-05
"1588","Female","Asian","Undergraduates or similar degree","FL","Age_18-29","employed",32131,40,0.0012449036755781
"1589","Female","Asian","Undergraduates or similar degree","FL","Age_18-29","unemployed",32131,24,0.000746942205346861
"1590","Female","Asian","Undergraduates or similar degree","FL","Age_30-44","employed",32131,49,0.00152500700258318
"1591","Female","Asian","Undergraduates or similar degree","FL","Age_30-44","unemployed",32131,25,0.000778064797236314
"1592","Female","Asian","Undergraduates or similar degree","FL","Age_45-59","employed",32131,42,0.00130714885935701
"1593","Female","Asian","Undergraduates or similar degree","FL","Age_45-59","unemployed",32131,13,0.000404593694562883
"1594","Female","Asian","Undergraduates or similar degree","FL","Age_60-74","employed",32131,19,0.000591329245899599
"1595","Female","Asian","Undergraduates or similar degree","FL","Age_60-74","unemployed",32131,23,0.000715819613457409
"1596","Female","Asian","Undergraduates or similar degree","FL","Age_75+","unemployed",32131,15,0.000466838878341788
"1597","Female","Black","Graduates or higher degree","FL","Age_18-29","employed",32131,10,0.000311225918894526
"1598","Female","Black","Graduates or higher degree","FL","Age_18-29","unemployed",32131,1,3.11225918894526e-05
"1599","Female","Black","Graduates or higher degree","FL","Age_30-44","employed",32131,49,0.00152500700258318
"1600","Female","Black","Graduates or higher degree","FL","Age_30-44","unemployed",32131,5,0.000155612959447263
"1601","Female","Black","Graduates or higher degree","FL","Age_45-59","employed",32131,37,0.00115153589990974
"1602","Female","Black","Graduates or higher degree","FL","Age_45-59","unemployed",32131,6,0.000186735551336715
"1603","Female","Black","Graduates or higher degree","FL","Age_60-74","employed",32131,15,0.000466838878341788
"1604","Female","Black","Graduates or higher degree","FL","Age_60-74","unemployed",32131,20,0.000622451837789051
"1605","Female","Black","Graduates or higher degree","FL","Age_75+","unemployed",32131,7,0.000217858143226168
"1606","Female","Black","Highschool","FL","Age_18-29","employed",32131,105,0.00326787214839252
